animal_id,lrid,tag,rfid,nlis,draft,sex,dob,sire,dam,weaned,tag_sorter,esi,overall_adg,current_adg,last_weight,last_weight_date,animal_group,modified
9723,0,OR03276,9.64001E+14,,,Female,00:00.0,,20010,0,OR                          3276,,0.14,0.13,98.5,29:55.8,.,47:19.1
9724,0,22059,9.64001E+14,,,Female,00:00.0,,18168,0,22059,,0.15,0.19,92,14:49.7,.,33:03.7
9725,0,17270AD,9.64001E+14,,,Female,00:00.0,,17270,0,                           17270AD,,,,,,,50:36.5
9726,0,17270BC,9.64001E+14,,,Male,00:00.0,,17270,0,                           17270BC,,0.1,0.1,34,52:40.3,.,55:42.5
9727,0,OR024112,9.64001E+14,,,Male,00:00.0,,17180,0,OR                         24112,,0.17,0.06,64,48:22.2,.,23:05.7
9728,0,OR03019,9.64001E+14,,,Wether,00:00.0,,17296,0,OR                          3019,,0.13,0.11,91,28:25.2,.,48:28.4
9729,0,22000,9.64001E+14,,,Female,00:00.0,,17296,0,22000,,0.13,0.09,94.5,57:01.6,.,47:08.3
9730,0,22022,9.64001E+14,,,Female,00:00.0,,15011,0,22022,,0.12,0.13,98.5,35:04.9,.,47:08.7
9731,0,OR02947,9.64001E+14,,,Wether,00:00.0,,19116,0,OR                          2947,,0.12,0.07,86,32:03.5,.,48:26.5
9732,0,OR03177,9.64001E+14,,,Male,00:00.0,,19116,0,OR                          3177,,0.11,0.13,79,09:49.9,.,03:02.7
9733,0,22136,9.64001E+14,,,Female,00:00.0,,19078,0,22136,,0.14,0.29,92,20:24.3,.,52:38.8
9734,0,22078,9.64001E+14,,,Female,00:00.0,,14033,0,22078,,0.12,0.1,99,03:39.4,.,47:10.0
9735,0,OR024067,9.64001E+14,,,Wether,00:00.0,,15132,0,OR                         24067,,0.06,0.04,55,16:27.5,.,48:41.4
9736,0,OR03045,9.64001E+14,,,Wether,00:00.0,,15132,0,OR                          3045,,0.12,0.04,87,13:05.0,.,48:29.1
9737,0,15132E,9.64001E+14,,,Female,00:00.0,,15132,0,                           15132E,,,,,,,04:12.8
9738,0,22028,9.64001E+14,,,Female,00:00.0,,17139,0,22028,,0.14,0.12,104,46:42.6,.,47:08.9
9739,0,17218A,9.64001E+14,,,Male,00:00.0,,17218,0,                           17218A,,,,,,.,25:49.8
9740,0,OR02960,9.64001E+14,,,Female,00:00.0,,17218,0,OR                          2960,,0.1,0.09,83,58:03.9,.,47:13.9
9741,0,17281A,9.64001E+14,,,Female,00:00.0,,17281,0,                           17281A,,,,0,,,04:56.3
9742,0,OR024074,9.64001E+14,,,Male,00:00.0,,17281,0,OR                         24074,,0.21,0.1,80,59:17.2,.,22:58.6
9743,0,OR03085,9.64001E+14,,,Female,00:00.0,,20041,0,OR                          3085,,0.12,0.1,92.5,54:58.8,.,47:17.1
9744,0,OR024086,9.64001E+14,,,Male,00:00.0,,17278,0,OR                         24086,,0.18,0.18,72,16:48.3,.,23:01.0
9745,0,OR03374,9.64001E+14,,,Female,00:00.0,,18236,0,OR                          3374,,0.11,0.09,81,05:08.7,.,47:20.4
9746,0,OR03225,9.64001E+14,,,Wether,00:00.0,,18236,0,OR                          3225,,0.12,0.07,80.5,34:05.3,.,48:34.5
9747,0,OR02955,9.64001E+14,,,Female,00:00.0,,20101,0,OR                          2955,,0.12,0.09,90,14:19.6,.,47:13.5
9748,0,OR03353,9.64001E+14,,,Wether,00:00.0,,20101,0,OR                          3353,,0.11,0.09,83.5,58:22.8,.,48:38.4
9749,0,22080,9.64001E+14,,,Female,00:00.0,,17262,0,22080,,0.11,0.07,89.5,25:04.4,.,47:10.1
9750,0,22DWOT17139,,,,Male,00:00.0,,17139,0,                              22DWOT17139,,,,,,,44:04.9
9751,0,22029,9.64001E+14,,,Female,00:00.0,084,19066,0,22029,,0.13,0.11,102,24:07.9,.,47:08.9
9752,0,OR03073,9.64001E+14,,,Male,00:00.0,UNKNOWN,15035,0,OR                          3073,,0.17,0.1,62,08:13.8,.,27:00.0
9753,0,15035BR,9.64001E+14,,,Male,00:00.0,UNKNOWN,15035,0,                           15035BR,,,,,,,26:55.5
9754,0,OR03168,9.64001E+14,,,Wether,00:00.0,084,17221,0,OR                          3168,,0.12,0.1,84,34:42.3,.,48:32.8
9755,0,OR03000,9.64001E+14,,,Wether,00:00.0,084,17221,0,OR                          3000,,0.14,0.11,102,17:38.7,.,36:27.4
9756,0,OR03044,9.64001E+14,,,Female,00:00.0,084,19004,0,OR                          3044,,0.13,0.09,91.5,32:46.1,.,36:27.5
9757,0,22172,9.64001E+14,,,Female,00:00.0,084,19004,0,22172,,0.13,0.09,95.5,29:01.8,.,36:27.4
9758,0,OR03311,9.64001E+14,,,Wether,00:00.0,084,18165,0,OR                          3311,,0.14,0.11,93,28:21.7,.,36:27.6
9759,0,OR03035,9.64001E+14,,,Wether,00:00.0,084,18165,0,OR                          3035,,0.13,0.09,92,52:48.5,.,36:27.5
9760,0,OR03280,9.64001E+14,,,Wether,00:00.0,084,18136,0,OR                          3280,,0.14,0.1,107,04:13.2,.,36:27.5
9761,0,18136BD,9.64001E+14,,,Male,00:00.0,084,18136,0,                           18136BD,,,,,,,36:27.4
9762,0,OR024083,9.64001E+14,,,Male,00:00.0,UNKNOWN,14009,0,OR                         24083,,0.15,0.06,59,12:54.5,.,03:41.4
9763,0,OR024013,9.64001E+14,,,Female,00:00.0,084,16111,0,OR                         24013,,0.09,0.14,76.5,48:38.2,.,36:27.6
9764,0,OR03043,9.64001E+14,,,Wether,00:00.0,084,16111,0,OR                          3043,,0.1,0.11,89.5,35:11.9,.,36:27.5
9765,0,OR024052,9.64001E+14,,,Male,00:00.0,084,16111,0,OR                         24052,,0.07,0.07,58,34:54.3,.,36:27.6
9766,0,175,9.64001E+14,,,Male,00:00.0,084,17295,0,175,,0.13,0.06,102,30:39.5,.,32:14.0
9767,0,OR02928,9.64001E+14,,,Female,00:00.0,084,19015,0,OR                          2928,,0.12,0.1,86.5,39:21.7,.,36:27.4
9768,0,OR03179,9.64001E+14,,,Wether,00:00.0,084,19015,0,OR                          3179,,0.14,0.11,97,07:45.4,.,36:27.5
9769,0,22077,9.64001E+14,,,Female,00:00.0,084,17014,0,22077,,0.13,0.11,102,24:25.6,.,36:27.4
9770,0,OR03260,9.64001E+14,,,Male,00:00.0,UNKOWN,13080,0,OR                          3260,,0.05,0.06,53,49:34.1,.,28:37.0
9771,0,OR03202,9.64001E+14,,,Wether,00:00.0,UNKOWN,13080,0,OR                          3202,,0.12,0.11,82.5,18:15.7,.,28:36.9
9772,0,16093A,9.64001E+14,,,Male,00:00.0,084,16093,0,                           16093A,,,,,,,32:23.6
9773,0,OR03144,9.64001E+14,,,Wether,00:00.0,084,16093,0,OR                          3144,,0.12,-0.01,85.5,45:53.4,.,36:27.5
9774,0,OR03304,9.64001E+14,,,Wether,00:00.0,UNKNOWN,17290,0,OR                          3304,,0.13,-0.14,95.5,49:40.9,.,03:40.6
9775,0,OR024021,9.64001E+14,,,Female,00:00.0,UNKNOWN,15022,0,OR                         24021,,0.08,0.09,76.5,06:19.3,.,03:41.0
9776,0,15022B,9.64001E+14,,,Female,00:00.0,UNKNOWN,15022,0,                           15022B,,,,,,,03:38.2
9777,0,OR024080,9.64001E+14,,,Male,00:00.0,UNKNOWN,19118,0,OR                         24080,,0.14,-0.01,59.5,07:22.8,.,29:54.7
9778,0,OR03357,9.64001E+14,,,Wether,00:00.0,UNKNOWN,16205,0,OR                          3357,,0.15,0.14,102,55:35.9,.,03:37.5
9779,0,OR02961,9.64001E+14,,,Wether,00:00.0,UNKNOWN,16205,0,OR                          2961,,0.12,0.1,88,15:52.1,.,03:37.2
9780,0,OR03385,9.64001E+14,,,Wether,00:00.0,UNKNOWN,20099,0,OR                          3385,,0.1,-0.01,85.5,18:08.7,.,03:40.9
9781,0,OR024055,9.64001E+14,,,Male,00:00.0,UNKNOWN,20099,0,OR                         24055,,0.05,0.01,33,31:15.8,.,03:41.3
9782,0,OR02971,9.64001E+14,,,Female,00:00.0,UNKNOWN,19123,0,OR                          2971,,0.13,0.11,101,20:58.8,.,26:59.3
9783,0,OR024028,9.64001E+14,,,Female,00:00.0,UNKNOWN,19064,0,OR                         24028,,0.13,0.12,93,25:49.0,.,03:41.2
9784,0,OR024007,9.64001E+14,,,Female,00:00.0,UNKNOWN,19064,0,OR                         24007,,0.13,0.1,86,59:11.0,.,03:41.0
9785,0,OR024097,9.64001E+14,,,Male,00:00.0,UNKNOWN,20171,0,OR                         24097,,0.14,0.05,54.5,24:25.0,.,03:41.4
9786,0,22048,9.64001E+14,,,Female,00:00.0,UNKNOWN,17201,0,22048,,0.12,0.13,97,02:18.1,.,03:38.0
9787,0,OR02997,9.64001E+14,,,Female,00:00.0,,13009,0,OR                          2997,,0.13,0.12,94,30:54.5,.,06:27.4
9789,0,OR03392,9.64001E+14,,,Wether,00:00.0,UNKNOWN,20217,0,OR                          3392,,0.1,0.1,92,32:42.7,.,03:37.2
9790,0,22081,9.64001E+14,,,Female,00:00.0,UNKNOWN,19008TWO,0,22081,,0.12,0.1,90.5,14:31.6,.,03:38.7
9791,0,OR024089,9.64001E+14,,,Male,00:00.0,UNKNOWN,14025,0,OR                         24089,,0.09,0.09,64,18:50.5,.,26:54.3
9792,0,OR02953,9.64001E+14,,,Female,00:00.0,UNKNOWN,13018,0,OR                          2953,,0.11,0.07,76.5,52:18.6,.,26:58.8
9793,0,OR024070,9.64001E+14,,,Male,00:00.0,UNKNOWN,18273,0,OR                         24070,,0.17,0.17,65.5,54:09.6,.,03:37.7
9796,0,OR024111,,,,,00:00.0,,16015,0,OR                         24111,,-0.19,-0.19,172,45:29.0,,23:05.6
9803,0,40LILLY,,,,Desexed M,00:00.0,,18097,0,                              40LILLY,,,,127,53:31.9,,10:09.2
9813,0,20237,,,,Female,00:00.0,,BRCM02,0,20237,,,,92,36:18.6,,02:53.0
9826,0,19246,9.64001E+14,,,Female,00:00.0,,WAST02,0,19246,,0.04,0.04,133,15:50.9,,58:25.9
9827,0,21009AG,9.64001E+14,,,Male,00:00.0,,20170,0,                           21009AG,,0.09,0.09,49.5,38:41.9,,38:42.0
9828,0,21009B,9.64001E+14,,,Male,00:00.0,,21009,0,                           21009B,,0.07,0.07,59.5,29:51.9,,29:52.0
9829,0,20170S,9.64001E+14,,,Male,00:00.0,,20170,0,                           20170S,,0.1,-0.03,74.5,53:55.4,,53:55.5
9830,0,20044A,9.64001E+14,,,Male,00:00.0,,20044,0,                           20044A,,,,,,,01:11.9
9831,0,20044B,9.64001E+14,,,Male,00:00.0,,20044,0,                           20044B,,0.1,0.04,78.5,09:44.3,,09:58.1
9832,0,16284A,9.64001E+14,,,Female,00:00.0,,16284,0,                           16284A,,0.09,0.09,49.5,26:15.3,,26:15.4
9833,0,16284B,9.64001E+14,,,Male,00:00.0,,16284,0,                           16284B,,0.08,0.08,58.5,04:15.5,,04:15.6
9834,0,20100AG,9.64001E+14,,,Female,00:00.0,,19071,0,                           20100AG,,0.06,-0.06,52,40:15.9,,40:16.0
9835,0,20100BG,9.64001E+14,,,Female,00:00.0,,19071,0,                           20100BG,,,,,,,25:52.0
9836,0,16270A,9.64001E+14,,,Female,00:00.0,,16270,0,                           16270A,,0.11,0.11,55.5,06:43.3,,06:43.4
9837,0,16270B,9.64001E+14,,,Male,00:00.0,,16270,0,                           16270B,,0.07,0.07,62.5,20:47.1,,20:47.3
9838,0,20076S,9.64001E+14,,,Male,00:00.0,,20076,0,                           20076S,,0.08,0.08,65.5,42:11.7,,42:11.8
9839,0,17340A,9.64001E+14,,,Male,00:00.0,,17006,0,                           17340A,,0.14,0.14,67,42:02.7,,42:02.8
9840,0,17340B,9.64001E+14,,,Male,00:00.0,,17006,0,                           17340B,,0.11,0.11,62.5,08:18.7,,08:18.8
9841,0,15114B,9.64001E+14,,,Female,00:00.0,,15114,0,                           15114B,,0.08,0.08,39.5,16:51.3,,16:51.4
9842,0,15114A,9.64001E+14,,,Male,00:00.0,,15114,0,                           15114A,,,,,,,25:49.1
9843,0,17022A,9.64001E+14,,,Female,00:00.0,,17022,0,                           17022A,,0.09,0.09,62,20:47.7,,20:47.8
9844,0,17022B,9.64001E+14,,,Male,00:00.0,,17022,0,                           17022B,,0.09,0.09,58,32:37.5,,32:37.6
9845,0,19040A,9.64001E+14,,,Female,00:00.0,,19040,0,                           19040A,,0.04,0.04,63.5,17:20.5,,17:20.6
9846,0,19040B,9.64001E+14,,,Female,00:00.0,,19040,0,                           19040B,,,,,,,01:06.8
9847,0,18138A,9.64001E+14,,,Male,00:00.0,,18138,0,                           18138A,,0.11,0.11,79.5,20:38.3,,20:38.4
9848,0,18138B,9.64001E+14,,,Female,00:00.0,,18138,0,                           18138B,,0.13,0.13,50.5,57:55.3,,57:55.4
9849,0,20111A,9.64001E+14,,,Female,00:00.0,,20111,0,                           20111A,,,,,,,49:11.6
9850,0,20111B,9.64001E+14,,,Male,00:00.0,,20111,0,                           20111B,,0.08,0.08,64,54:49.5,,54:49.6
9851,0,17266A,9.64001E+14,,,Male,00:00.0,,17266,0,                           17266A,,0.1,0.1,60,22:07.6,,22:07.7
9852,0,17266B,9.64001E+14,,,Male,00:00.0,,17266,0,                           17266B,,0.1,0.1,55.5,33:05.2,,33:05.3
9853,0,18259A,9.64001E+14,,,Male,00:00.0,,18259,0,                           18259A,,0.12,0.12,71,45:40.2,,45:40.3
9854,0,18259B,9.64001E+14,,,Female,00:00.0,,18259,0,                           18259B,,0.06,0.06,52.5,06:11.0,,06:11.1
9855,0,17086A,9.64001E+14,,,Female,00:00.0,,17086,0,                           17086A,,0.09,0.09,43,29:01.7,,29:01.8
9856,0,17086B,9.64001E+14,,,Female,00:00.0,,17086,0,                           17086B,,,,,,,01:02.6
9857,0,16015A,9.64001E+14,,,Female,00:00.0,,16015,0,                           16015A,,0.14,0.14,74.5,25:19.9,,25:20.0
9858,0,16015B,9.64001E+14,,,Female,00:00.0,,16015,0,                           16015B,,0.09,0.09,60.5,25:06.9,,25:07.1
9859,0,20036A,9.64001E+14,,,Male,00:00.0,,20036,0,                           20036A,,0.05,0.05,54,59:36.9,,59:37.0
9860,0,20036B,9.64001E+14,,,Male,00:00.0,,20036,0,                           20036B,,0.08,0.08,51,47:25.6,,47:25.7
9861,0,18026A,9.64001E+14,,,Female,00:00.0,,18026,0,                           18026A,,0.08,0.08,52.5,56:46.0,,56:46.1
9862,0,18026B,9.64001E+14,,,Male,00:00.0,,18026,0,                           18026B,,0.06,0,58.5,37:38.7,,37:38.9
9863,0,19074A,9.64001E+14,,,Male,00:00.0,,19074,0,                           19074A,,0.11,0.11,55.5,57:37.7,,57:37.8
9864,0,19074B,9.64001E+14,,,Female,00:00.0,,19074,0,                           19074B,,0.07,0.07,63,53:24.6,,53:24.8
9865,0,18036A,9.64001E+14,,,Female,00:00.0,,18036,0,                           18036A,,0.08,0.08,50,36:45.0,,36:45.1
9866,0,18036B,9.64001E+14,,,Female,00:00.0,,18036,0,                           18036B,,0.09,0.09,48,24:31.5,,24:31.7
9867,0,21024A,9.64001E+14,,,Female,00:00.0,,21024,0,                           21024A,,,,,,,01:14.9
9868,0,21024B,9.64001E+14,,,Male,00:00.0,,21024,0,                           21024B,,0.05,0.05,52,24:57.4,,24:57.6
9869,0,18300A,9.64001E+14,,,Female,00:00.0,,18300,0,                           18300A,,0.1,0.1,64.5,32:29.9,,32:30.1
9870,0,18300B,9.64001E+14,,,Male,00:00.0,,18300,0,                           18300B,,0.13,0.13,58,09:28.1,,09:28.2
9871,0,20240S,9.64001E+14,,,Female,00:00.0,,20240,0,                           20240S,,0.14,0.14,80.5,08:07.6,,08:07.7
9872,0,21096A,9.64001E+14,,,Female,00:00.0,,19185,0,                           21096A,,0.04,0.04,48.5,58:57.4,,58:57.5
9873,0,21096B,9.64001E+14,,,Female,00:00.0,,19185,0,                           21096B,,0.1,0.1,52,27:52.7,,27:52.8
9874,0,19244A,9.64001E+14,,,Male,00:00.0,,19064,0,                           19244A,,,,,,,01:10.5
9875,0,19244B,9.64001E+14,,,Female,00:00.0,,19064,0,                           19244B,,0.07,0.07,68,34:59.5,,34:59.6
9876,0,20093A,9.64001E+14,,,Male,00:00.0,,20093,0,                           20093A,,0.04,0.04,56,14:03.3,,14:03.6
9877,0,20093B,9.64001E+14,,,Male,00:00.0,,20093,0,                           20093B,,,,,,,49:11.4
9878,0,16287S,9.64001E+14,,,Male,00:00.0,,16253,0,                           16287S,,,,,,,49:05.4
9879,0,19246CR,9.64001E+14,,,Female,00:00.0,,19246,0,                           19246CR,,,,,,,01:10.7
9880,0,19246D,9.64001E+14,,,Male,00:00.0,,19246,0,                           19246D,,,,,,,49:13.3
9881,0,19246E,9.64001E+14,,,Female,00:00.0,,19246,0,                           19246E,,,,,,,01:10.8
9882,0,17258CR,9.64001E+14,,,Male,00:00.0,,17258,0,                           17258CR,,,,,,,49:06.5
9883,0,17258D,9.64001E+14,,,Male,00:00.0,,17258,0,                           17258D,,0.07,0.07,54.5,37:51.0,,37:51.1
9884,0,17258E,9.64001E+14,,,Female,00:00.0,,17258,0,                           17258E,,0.09,0.09,54.5,59:57.3,,59:57.4
9885,0,20075A,9.64001E+14,,,Male,00:00.0,,20075,0,                           20075A,,,,,,,01:12.4
9886,0,20075B,9.64001E+14,,,Male,00:00.0,,20075,0,                           20075B,,0.09,0.09,62,03:44.2,,03:44.3
9887,0,21095A,9.64001E+14,,,Male,00:00.0,,21095,0,                           21095A,,0.09,0.09,51,32:00.7,,32:00.8
9888,0,21095B,9.64001E+14,,,Male,00:00.0,,21095,0,                           21095B,,0.07,0.07,53,42:32.2,,42:32.3
9889,0,20040A,9.64001E+14,,,Female,00:00.0,,20040,0,                           20040A,,,,,,,49:10.6
9890,0,20040B,9.64001E+14,,,Male,00:00.0,,20040,0,                           20040B,,,,,,,49:10.8
9891,0,18206S,9.64001E+14,,,Female,00:00.0,,18206,0,                           18206S,,0.06,0.06,69,57:47.1,,57:47.3
9892,0,19168A,9.64001E+14,,,Male,00:00.0,,19168,0,                           19168A,,,,,,,01:08.9
9893,0,19168B,9.64001E+14,,,Male,00:00.0,,19168,0,                           19168B,,0.08,0.08,61,16:56.1,,16:56.2
9894,0,21019A,9.64001E+14,,,Female,00:00.0,,21019,0,                           21019A,,0.09,0.09,61.5,25:07.6,,25:07.7
9895,0,21019BG,9.64001E+14,,,Male,00:00.0,,14141,0,                           21019BG,,0.1,0.1,49.5,24:13.0,,24:13.1
9896,0,18168S,9.64001E+14,,,Male,00:00.0,,18168,0,                           18168S,,0.07,0.01,76,54:14.1,,54:14.2
9897,0,19111C,9.64001E+14,,,Female,00:00.0,,19111,0,                           19111C,,0.1,0.1,52,09:56.5,,09:56.6
9898,0,19111D,9.64001E+14,,,Female,00:00.0,,19111,0,                           19111D,,0.07,0.07,56.5,51:56.8,,51:56.9
9899,0,19111E,9.64001E+14,,,Female,00:00.0,,19111,0,                           19111E,,,,,,,01:07.4
9900,0,17195A,9.64001E+14,,,Male,00:00.0,,17195,0,                           17195A,,0.1,0.1,62.5,35:43.3,,35:43.4
9901,0,17195B,9.64001E+14,,,Female,00:00.0,,17195,0,                           17195B,,0.08,0.08,41.5,03:39.8,,03:39.9
9902,0,16109A,9.64001E+14,,,Female,00:00.0,,16109,0,                           16109A,,,,,,,49:04.8
9903,0,16109B,9.64001E+14,,,Female,00:00.0,,16109,0,                           16109B,,0.08,0.08,56,09:29.0,,09:29.1
9904,0,19097S,9.64001E+14,,,Male,00:00.0,,19097,0,                           19097S,,0.07,-0.04,50,09:13.1,,09:13.2
9905,0,19238A,9.64001E+14,,,Female,00:00.0,,17050,0,                           19238A,,,,,,,01:10.1
9906,0,19238B,9.64001E+14,,,Female,00:00.0,,17050,0,                           19238B,,0.06,0.06,46.5,11:47.1,,11:47.2
9907,0,21016A,9.64001E+14,,,Male,00:00.0,,21016,0,                           21016A,,0.05,0.05,50.5,57:16.0,,57:16.1
9908,0,21016B,9.64001E+14,,,Male,00:00.0,,21016,0,                           21016B,,,,,,,01:14.8
9909,0,20228S,9.64001E+14,,,Male,00:00.0,,20228,0,                           20228S,,0.15,0.09,89,12:44.5,,12:44.7
9910,0,19021S,9.64001E+14,,,Male,00:00.0,,19021,0,                           19021S,,0.09,-0.02,84,33:37.5,,33:37.6
9911,0,21099A,9.64001E+14,,,Male,00:00.0,,19196,0,                           21099A,,0.07,0.07,60.5,03:29.0,,03:29.1
9912,0,21099BG,9.64001E+14,,,Male,00:00.0,,19097,0,                           21099BG,,0.07,0.07,55.5,12:15.9,,12:16.0
9913,0,17610S,9.64001E+14,,,Female,00:00.0,,15060,0,                           17610S,,,,,,,00:42.0
9914,0,21014A,9.64001E+14,,,Male,00:00.0,,21014,0,                           21014A,,0.07,0.07,54,14:05.4,,14:05.5
9915,0,21014B,9.64001E+14,,,Male,00:00.0,,21014,0,                           21014B,,,,,,,01:14.5
9916,0,21039A,9.64001E+14,,,Male,00:00.0,,21039,0,                           21039A,,0.1,0.1,48.5,12:16.3,,12:16.4
9917,0,21039BG,9.64001E+14,,,Wether,00:00.0,,20240,0,                           21039BG,,0.1,0.02,56.5,17:14.4,,47:15.9
9918,0,19030A,9.64001E+14,,,Female,00:00.0,,19030,0,                           19030A,,0.1,0.1,61,03:19.0,,03:19.1
9919,0,19030B,9.64001E+14,,,Female,00:00.0,,19030,0,                           19030B,,,,,,,01:06.5
9920,0,20033S,9.64001E+14,,,Male,00:00.0,,20033,0,                           20033S,,0.06,0.06,63.5,32:16.6,,32:16.7
9921,0,20033BR,9.64001E+14,,,Male,00:00.0,,20033,0,                           20033BR,,,,,,,01:11.6
9922,0,21097A,9.64001E+14,,,Male,00:00.0,,19015,0,                           21097A,,,,0,,,40:18.5
9923,0,21097B,9.64001E+14,,,Male,00:00.0,,19015,0,                           21097B,,0.1,0.1,71,21:45.0,,21:45.2
9924,0,17393A,9.64001E+14,,,Female,00:00.0,,17393,0,                           17393A,,0.09,0.09,59,22:40.6,,22:40.7
9925,0,17393B,9.64001E+14,,,Female,00:00.0,,17393,0,                           17393B,,,,,,,01:04.2
9926,0,19198A,9.64001E+14,,,Male,00:00.0,,19198,0,                           19198A,,0.02,0.02,44.5,51:10.3,,51:10.5
9927,0,20223BG,9.64001E+14,,,Male,00:00.0,,19198,0,                           20223BG,,0.06,0.06,49,57:26.6,,57:26.7
9928,0,21035A,9.64001E+14,,,Male,00:00.0,,21035,0,                           21035A,,,,,,,01:15.4
9929,0,21035B,9.64001E+14,,,Female,00:00.0,,21035,0,                           21035B,,0.07,0.07,52,54:40.9,,54:41.0
9930,0,14110S,9.64001E+14,,,Female,00:00.0,,14110,0,                           14110S,,,,,,,01:00.0
9931,0,19068A,9.64001E+14,,,Female,00:00.0,,19068,0,                           19068A,,0.03,0.03,58.5,45:45.4,,45:45.5
9932,0,19068BG,9.64001E+14,,,Female,00:00.0,,19074,0,                           19068BG,,0.09,0.04,48,40:39.0,,40:39.1
9933,0,19044A,9.64001E+14,,,Male,00:00.0,,19044,0,                           19044A,,0.05,0.05,63,58:38.8,,58:39.0
9934,0,19044B,9.64001E+14,,,Female,00:00.0,,19044,0,                           19044B,,,,,,,49:08.5
9935,0,15027SG,9.64001E+14,,,Male,00:00.0,,19097,0,                           15027SG,,,,,,,01:00.1
9936,0,18063A,9.64001E+14,,,Female,00:00.0,,18063,0,                           18063A,,0.07,0.07,54.5,15:20.1,,15:20.2
9937,0,18063B,9.64001E+14,,,Female,00:00.0,,18063,0,                           18063B,,,,,,,49:07.5
9938,0,18135A,9.64001E+14,,,Female,00:00.0,,18135,0,                           18135A,,0.09,0.09,57.5,59:41.8,,59:41.9
9939,0,18135B,9.64001E+14,,,Male,00:00.0,,18135,0,                           18135B,,0.08,0.04,72.5,58:52.6,,58:52.7
9940,0,18262S,9.64001E+14,,,Female,00:00.0,,18262,0,                           18262S,,0.06,0.06,77,01:57.2,,01:57.3
9941,0,20039AR,9.64001E+14,,,Male,00:00.0,,20039,0,                           20039AR,,,,,,,55:12.8
9942,0,20039S,9.64001E+14,,,Female,00:00.0,,20039,0,                           20039S,,0.07,0.07,52,23:41.3,,23:41.4
9943,0,21034A,9.64001E+14,,,Female,00:00.0,,21034,0,                           21034A,,,,,,,01:15.2
9944,0,21034B,9.64001E+14,,,Male,00:00.0,,21034,0,                           21034B,,0.1,0.1,59.5,37:25.6,,37:25.7
9945,0,20037A,9.64001E+14,,,Male,00:00.0,,20037,0,                           20037A,,0.07,0.07,49.5,23:04.4,,23:04.5
9946,0,20037B,9.64001E+14,,,Female,00:00.0,,20037,0,                           20037B,,,,,,,01:11.8
9947,0,19008S,9.64001E+14,,,Male,00:00.0,,19008TWO,0,                           19008S,,0.08,0.03,78.5,42:54.6,,43:35.7
9948,0,17605A,9.64001E+14,,,Male,00:00.0,,16244,0,                           17605A,,0.05,0.05,44,15:34.0,,15:34.1
9949,0,17605B,9.64001E+14,,,Male,00:00.0,,16244,0,                           17605B,,,,,,,01:04.4
9950,0,21005A,9.64001E+14,,,Male,00:00.0,,21005,0,                           21005A,,0.11,0.11,56,35:33.5,,35:33.6
9951,0,21005B,9.64001E+14,,,Male,00:00.0,,21005,0,                           21005B,,0.11,0.11,48,26:35.9,,26:36.0
9952,0,20221A,9.64001E+14,,,Male,00:00.0,,20221,0,                           20221A,,,,,,,01:13.5
9953,0,20221B,9.64001E+14,,,Female,00:00.0,,20221,0,                           20221B,,0.09,0.09,66,31:45.8,,31:45.9
9954,0,19113A,9.64001E+14,,,Female,00:00.0,,19113,0,                           19113A,,,,,,,01:07.6
9955,0,19113B,9.64001E+14,,,Female,00:00.0,,19113,0,                           19113B,,0.1,0.1,62.5,41:09.5,,41:09.6
9956,0,21050S,9.64001E+14,,,Male,00:00.0,,21050,0,                           21050S,,0.08,0,64.5,27:42.4,,27:42.6
9957,0,19150A,9.64001E+14,,,Male,00:00.0,,19150,0,                           19150A,,0.12,0.12,68,46:12.1,,46:12.2
9958,0,19150B,9.64001E+14,,,Male,00:00.0,,19150,0,                           19150B,,0.08,0.08,61.5,02:51.1,,02:51.2
9959,0,19081C,9.64001E+14,,,Male,00:00.0,,19081,0,                           19081C,,0.11,0.11,53.5,06:00.9,,06:01.1
9960,0,19081D,9.64001E+14,,,Female,00:00.0,,19081,0,                           19081D,,0.11,0.11,62.5,25:46.0,,25:46.1
9961,0,19204AG,9.64001E+14,,,Female,00:00.0,,19081,0,                           19204AG,,0.12,0.12,49.5,02:21.0,,02:21.1
9962,0,20135S,9.64001E+14,,,Female,00:00.0,,20135,0,                           20135S,,0.11,0.11,61.5,38:15.8,,38:15.9
9963,0,17338A,9.64001E+14,,,Male,00:00.0,,17338,0,                           17338A,,0.06,0.06,66.5,08:41.5,,08:41.6
9964,0,17338B,9.64001E+14,,,Female,00:00.0,,17338,0,                           17338B,,0.11,0.11,44.5,48:34.8,,48:35.0
9965,0,18001S,9.64001E+14,,,Male,00:00.0,,18001,0,                           18001S,,0.08,0.01,78.5,02:03.6,,03:07.0
9966,0,21069A,9.64001E+14,,,Female,00:00.0,,20169,0,                           21069A,,0.05,0.05,46.5,07:54.6,,07:54.7
9967,0,20169B,9.64001E+14,,,Male,00:00.0,,20169,0,                           20169B,,,,,,,01:13.1
9968,0,20034A,9.64001E+14,,,Male,00:00.0,,20034,0,                           20034A,,0.09,0.09,47.5,20:26.8,,20:26.9
9969,0,20034B,9.64001E+14,,,Male,00:00.0,,20034,0,                           20034B,,0.08,0.08,43.5,24:42.0,,24:42.1
9970,0,20081BG,9.64001E+14,,,Female,00:00.0,,16174,0,                           20081BG,,0.12,0.12,44.5,03:45.2,,03:45.3
9971,0,16174B,9.64001E+14,,,Female,00:00.0,,16174,0,                           16174B,,0.08,0.08,63.5,51:40.0,,51:40.1
